REVENUE,CROSS_SELL_SUCCESS,TOTAL_MEALS_ORDERED,UNIQUE_MEALS_PURCH,CONTACTS_W_CUSTOMER_SERVICE,PRODUCT_CATEGORIES_VIEWED,AVG_TIME_PER_SITE_VISIT,MOBILE_NUMBER,CANCELLATIONS_BEFORE_NOON,CANCELLATIONS_AFTER_NOON,TASTES_AND_PREFERENCES,PC_LOGINS,MOBILE_LOGINS,WEEKLY_PLAN,EARLY_DELIVERIES,LATE_DELIVERIES,PACKAGE_LOCKER,REFRIGERATED_LOCKER,AVG_PREP_VID_TIME,LARGEST_ORDER_SIZE,MASTER_CLASSES_ATTENDED,MEDIAN_MEAL_RATING,AVG_CLICKS_PER_VISIT,TOTAL_PHOTOS_VIEWED
1435.00,0,15.00,1.00,11.00,10.00,54.40,1.00,0.00,0.00,0.00,5.00,1.00,0.00,0.00,3.00,1.00,0.00,115.20,4.00,0.00,1.00,15.00,0.00
1558.00,0,61.00,8.00,4.00,1.00,84.42,1.00,1.00,0.00,0.00,6.00,2.00,14.00,0.00,2.00,1.00,0.00,99.20,4.00,0.00,2.00,15.00,0.00
1565.00,0,122.00,2.00,5.00,4.00,87.00,0.00,2.00,0.00,1.00,6.00,1.00,7.00,4.00,1.00,0.00,0.00,147.80,4.00,2.00,3.00,14.00,0.00
2623.50,0,66.00,3.00,5.00,3.00,222.84,1.00,2.00,0.00,0.00,6.00,2.00,0.00,3.00,1.00,0.00,0.00,157.60,4.00,1.00,3.00,12.00,0.00
1225.00,0,51.00,3.00,7.00,10.00,17.20,1.00,2.00,0.00,0.00,5.00,2.00,0.00,0.00,6.00,0.00,0.00,136.50,4.00,0.00,3.00,13.00,376.00
2683.50,0,49.00,9.00,7.00,7.00,114.74,1.00,1.00,0.00,1.00,5.00,1.00,4.00,0.00,8.00,1.00,0.00,142.80,4.00,0.00,3.00,13.00,256.00
1760.00,0,61.00,3.00,6.00,10.00,96.37,1.00,0.00,0.00,1.00,6.00,2.00,3.00,4.00,5.00,1.00,1.00,153.60,4.00,1.00,3.00,14.00,0.00
1589.00,0,64.00,6.00,6.00,1.00,115.16,1.00,1.00,0.00,1.00,5.00,2.00,0.00,0.00,1.00,0.00,0.00,138.60,4.00,1.00,3.00,13.00,328.00
1815.00,0,142.00,3.00,6.00,9.00,90.00,1.00,2.00,0.00,1.00,6.00,2.00,3.00,0.00,1.00,0.00,0.00,126.20,4.00,1.00,3.00,12.00,0.00
1200.00,0,35.00,5.00,4.00,8.00,99.81,1.00,0.00,0.00,1.00,5.00,1.00,3.00,0.00,4.00,1.00,0.00,107.30,4.00,0.00,2.00,15.00,340.00
1800.00,0,106.00,4.00,6.00,10.00,177.65,1.00,1.00,0.00,1.00,5.00,1.00,52.00,4.00,1.00,0.00,0.00,125.60,4.00,1.00,3.00,14.00,228.00
1490.00,0,35.00,4.00,6.00,10.00,124.50,1.00,0.00,1.00,1.00,5.00,1.00,12.00,0.00,3.00,0.00,0.00,109.40,4.00,0.00,3.00,12.00,126.00
1850.00,0,142.00,7.00,5.00,2.00,95.65,1.00,5.00,0.00,1.00,5.00,1.00,0.00,0.00,0.00,1.00,0.00,147.00,4.00,1.00,3.00,13.00,68.00
2922.50,0,35.00,1.00,6.00,3.00,48.00,1.00,2.00,0.00,0.00,6.00,2.00,1.00,3.00,6.00,1.00,0.00,151.60,4.00,0.00,3.00,13.00,180.00
3018.75,0,39.00,1.00,5.00,10.00,43.00,1.00,1.00,0.00,0.00,4.00,2.00,14.00,0.00,3.00,0.00,0.00,144.20,4.00,0.00,3.00,12.00,0.00
2104.00,0,192.00,5.00,9.00,8.00,91.00,1.00,0.00,0.00,0.00,5.00,1.00,0.00,3.00,3.00,0.00,0.00,133.50,4.00,0.00,3.00,14.00,0.00
1750.00,0,100.00,5.00,3.00,5.00,155.11,1.00,0.00,0.00,1.00,6.00,1.00,0.00,0.00,2.00,0.00,0.00,112.60,4.00,0.00,3.00,14.00,0.00
1050.00,0,12.00,4.00,11.00,4.00,57.00,1.00,1.00,0.00,0.00,6.00,1.00,5.00,4.00,0.00,0.00,0.00,137.40,4.00,0.00,2.00,17.00,0.00
1550.00,0,70.00,2.00,6.00,6.00,24.48,1.00,0.00,0.00,1.00,6.00,1.00,5.00,0.00,0.00,1.00,0.00,162.60,4.00,0.00,3.00,11.00,106.00
2920.50,0,138.00,4.00,9.00,1.00,94.12,1.00,0.00,1.00,1.00,6.00,1.00,2.00,5.00,0.00,0.00,0.00,146.80,4.00,1.00,4.00,10.00,72.00
1450.00,0,33.00,5.00,6.00,6.00,79.50,0.00,1.00,0.00,1.00,5.00,2.00,25.00,0.00,4.00,0.00,0.00,109.20,4.00,0.00,3.00,13.00,260.00
1300.00,0,31.00,4.00,6.00,3.00,54.00,1.00,0.00,0.00,1.00,6.00,2.00,38.00,0.00,2.00,0.00,0.00,131.60,4.00,0.00,3.00,12.00,0.00
1920.00,0,40.00,5.00,7.00,6.00,123.04,1.00,6.00,0.00,1.00,6.00,2.00,0.00,0.00,7.00,0.00,0.00,136.70,4.00,1.00,3.00,12.00,144.00
2625.00,0,206.00,4.00,6.00,5.00,169.00,0.00,1.00,0.00,1.00,6.00,2.00,19.00,0.00,0.00,0.00,0.00,190.60,4.00,2.00,3.00,15.00,420.00
1490.00,0,52.00,3.00,6.00,10.00,69.00,1.00,1.00,0.00,1.00,6.00,1.00,0.00,3.00,2.00,0.00,0.00,150.20,4.00,1.00,2.00,16.00,0.00
1720.00,0,37.00,3.00,5.00,1.00,141.67,1.00,0.00,2.00,0.00,5.00,2.00,24.00,0.00,4.00,0.00,0.00,132.90,4.00,0.00,2.00,14.00,108.00
1350.00,0,42.00,9.00,3.00,4.00,173.40,1.00,1.00,0.00,1.00,6.00,2.00,47.00,0.00,3.00,1.00,0.00,122.90,4.00,0.00,2.00,14.00,0.00
4045.50,0,89.00,7.00,9.00,2.00,195.32,1.00,2.00,0.00,1.00,5.00,1.00,12.00,7.00,3.00,0.00,0.00,188.40,4.00,1.00,3.00,14.00,308.00
1930.00,0,57.00,9.00,4.00,4.00,140.39,1.00,1.00,2.00,1.00,5.00,2.00,1.00,0.00,4.00,1.00,0.00,156.10,4.00,1.00,3.00,14.00,132.00
2640.00,0,46.00,7.00,7.00,2.00,85.93,1.00,4.00,0.00,1.00,6.00,1.00,52.00,0.00,1.00,1.00,0.00,143.60,4.00,0.00,3.00,13.00,0.00
1575.00,0,71.00,7.00,6.00,3.00,175.00,1.00,0.00,0.00,0.00,6.00,2.00,14.00,6.00,4.00,0.00,0.00,147.80,4.00,2.00,3.00,14.00,30.00
1030.00,0,13.00,7.00,11.00,3.00,104.34,1.00,0.00,0.00,0.00,4.00,1.00,20.00,8.00,0.00,1.00,0.00,144.70,4.00,0.00,1.00,15.00,0.00
2670.00,0,77.00,3.00,7.00,1.00,86.00,1.00,1.00,0.00,1.00,6.00,2.00,0.00,1.00,7.00,1.00,0.00,166.50,4.00,0.00,3.00,13.00,0.00
3500.00,0,67.00,1.00,6.00,5.00,36.00,1.00,1.00,0.00,1.00,4.00,1.00,7.00,2.00,0.00,0.00,0.00,129.00,4.00,1.00,3.00,12.00,0.00
1255.00,0,44.00,4.00,2.00,1.00,73.40,1.00,2.00,1.00,1.00,6.00,2.00,4.00,1.00,3.00,0.00,0.00,136.30,4.00,0.00,3.00,15.00,0.00
1460.00,0,31.00,3.00,4.00,6.00,137.72,1.00,1.00,0.00,1.00,5.00,1.00,13.00,8.00,7.00,0.00,0.00,117.50,4.00,0.00,1.00,17.00,126.00
1540.00,0,43.00,4.00,6.00,3.00,117.00,1.00,1.00,0.00,0.00,6.00,1.00,5.00,0.00,4.00,1.00,0.00,115.40,4.00,1.00,3.00,12.00,200.00
1595.00,0,71.00,5.00,4.00,2.00,100.32,0.00,0.00,1.00,1.00,5.00,2.00,8.00,0.00,1.00,1.00,1.00,158.00,4.00,2.00,3.00,13.00,432.00
1920.00,0,41.00,2.00,6.00,3.00,31.82,1.00,0.00,0.00,1.00,6.00,2.00,1.00,0.00,1.00,0.00,0.00,126.90,4.00,1.00,3.00,14.00,16.00
1599.00,0,135.00,2.00,5.00,7.00,92.71,1.00,1.00,1.00,1.00,6.00,2.00,13.00,0.00,1.00,0.00,0.00,150.90,4.00,1.00,2.00,15.00,0.00
1530.00,0,110.00,6.00,5.00,4.00,84.50,1.00,1.00,0.00,1.00,5.00,1.00,47.00,0.00,1.00,0.00,0.00,138.20,4.00,0.00,2.00,18.00,0.00
1450.00,0,45.00,2.00,5.00,8.00,99.65,1.00,0.00,0.00,0.00,6.00,1.00,2.00,0.00,6.00,0.00,0.00,99.20,4.00,0.00,2.00,17.00,0.00
1811.00,0,43.00,8.00,8.00,8.00,87.99,1.00,1.00,0.00,1.00,6.00,2.00,0.00,0.00,0.00,0.00,0.00,134.00,4.00,0.00,3.00,12.00,0.00
2775.00,0,80.00,5.00,7.00,1.00,78.36,1.00,0.00,1.00,0.00,5.00,2.00,2.00,0.00,1.00,0.00,0.00,155.30,4.00,0.00,3.00,12.00,0.00
1520.00,0,103.00,6.00,7.00,3.00,106.00,1.00,0.00,0.00,1.00,6.00,2.00,49.00,0.00,4.00,0.00,0.00,137.00,4.00,1.00,3.00,13.00,189.00
825.00,0,14.00,4.00,12.00,1.00,114.00,1.00,2.00,1.00,1.00,6.00,2.00,6.00,3.00,0.00,0.00,0.00,141.10,4.00,1.00,3.00,12.00,209.00
3112.50,0,94.00,2.00,4.00,8.00,527.27,0.00,1.00,0.00,1.00,6.00,1.00,4.00,0.00,9.00,0.00,0.00,166.30,4.00,2.00,3.00,14.00,0.00
1500.00,0,126.00,5.00,6.00,4.00,64.20,0.00,5.00,0.00,1.00,6.00,1.00,12.00,4.00,4.00,1.00,0.00,158.20,4.00,1.00,2.00,14.00,0.00
2773.75,0,54.00,1.00,4.00,10.00,41.00,1.00,0.00,0.00,1.00,5.00,2.00,9.00,0.00,5.00,1.00,0.00,109.30,4.00,1.00,3.00,14.00,0.00
2000.00,0,47.00,2.00,5.00,10.00,225.02,1.00,0.00,0.00,0.00,6.00,3.00,3.00,0.00,1.00,0.00,0.00,165.20,4.00,1.00,3.00,12.00,136.00
1910.00,0,40.00,9.00,7.00,10.00,90.82,1.00,0.00,0.00,0.00,6.00,1.00,0.00,0.00,4.00,0.00,0.00,147.90,4.00,0.00,3.00,11.00,125.00
4078.50,0,150.00,6.00,9.00,6.00,115.46,1.00,0.00,0.00,1.00,5.00,1.00,10.00,0.00,7.00,0.00,0.00,171.90,4.00,2.00,3.00,14.00,0.00
2595.00,0,57.00,4.00,7.00,4.00,145.50,1.00,0.00,0.00,1.00,4.00,2.00,22.00,0.00,2.00,0.00,0.00,178.20,4.00,1.00,3.00,12.00,194.00
1710.00,0,108.00,3.00,5.00,9.00,100.80,1.00,0.00,1.00,1.00,5.00,1.00,8.00,3.00,0.00,0.00,0.00,111.80,4.00,1.00,2.00,17.00,0.00
1515.00,0,38.00,9.00,6.00,9.00,118.50,1.00,1.00,0.00,1.00,6.00,2.00,9.00,4.00,3.00,0.00,0.00,117.70,4.00,0.00,3.00,12.00,98.00
1690.00,1,122.00,6.00,8.00,10.00,92.73,1.00,1.00,0.00,1.00,5.00,1.00,8.00,0.00,3.00,0.00,0.00,160.00,5.00,1.00,3.00,13.00,0.00
1290.00,1,92.00,9.00,3.00,2.00,115.51,1.00,4.00,0.00,0.00,6.00,1.00,13.00,0.00,0.00,1.00,0.00,163.30,5.00,1.00,2.00,18.00,0.00
2662.50,1,91.00,5.00,9.00,10.00,67.50,1.00,2.00,0.00,1.00,5.00,1.00,11.00,0.00,4.00,0.00,0.00,192.90,5.00,1.00,3.00,12.00,0.00
1775.00,1,59.00,2.00,8.00,8.00,76.13,0.00,3.00,2.00,1.00,5.00,3.00,6.00,9.00,4.00,0.00,0.00,145.60,5.00,0.00,3.00,13.00,16.00
1579.00,1,58.00,4.00,5.00,8.00,94.50,1.00,0.00,0.00,1.00,6.00,1.00,9.00,0.00,1.00,0.00,0.00,144.20,5.00,0.00,2.00,16.00,243.00
1679.00,1,100.00,6.00,6.00,7.00,106.60,0.00,5.00,0.00,1.00,6.00,2.00,1.00,1.00,2.00,0.00,0.00,161.10,5.00,0.00,3.00,14.00,360.00
1917.00,1,84.00,4.00,5.00,9.00,109.13,1.00,0.00,0.00,1.00,5.00,2.00,3.00,4.00,2.00,0.00,0.00,182.00,5.00,0.00,3.00,11.00,0.00
3195.00,1,61.00,5.00,8.00,2.00,163.58,1.00,5.00,0.00,0.00,5.00,2.00,0.00,0.00,1.00,0.00,0.00,153.00,5.00,1.00,3.00,14.00,16.00
1680.00,1,56.00,3.00,6.00,10.00,94.64,0.00,1.00,0.00,1.00,6.00,1.00,0.00,4.00,8.00,0.00,0.00,157.20,5.00,1.00,3.00,14.00,0.00
8715.00,1,118.00,1.00,9.00,5.00,38.00,1.00,0.00,0.00,0.00,6.00,1.00,0.00,0.00,4.00,1.00,1.00,188.40,5.00,1.00,4.00,11.00,296.00
3517.50,1,238.00,4.00,6.00,7.00,112.45,1.00,2.00,0.00,1.00,5.00,1.00,9.00,2.00,2.00,0.00,0.00,157.50,5.00,1.00,4.00,9.00,504.00
1688.75,1,14.00,1.00,11.00,3.00,88.00,1.00,3.00,0.00,1.00,6.00,2.00,0.00,0.00,1.00,0.00,0.00,114.00,5.00,0.00,1.00,16.00,0.00
1350.00,1,61.00,6.00,6.00,7.00,211.86,1.00,0.00,0.00,0.00,5.00,1.00,0.00,2.00,0.00,0.00,0.00,127.10,5.00,1.00,2.00,15.00,0.00
4567.50,1,55.00,1.00,7.00,1.00,53.00,1.00,3.00,0.00,0.00,6.00,1.00,0.00,0.00,4.00,1.00,1.00,147.80,5.00,1.00,3.00,15.00,432.00
2625.00,1,49.00,4.00,5.00,10.00,146.78,0.00,1.00,0.00,1.00,6.00,2.00,4.00,1.00,4.00,1.00,1.00,164.00,5.00,1.00,3.00,13.00,72.00
3078.25,1,41.00,1.00,7.00,2.00,50.00,1.00,2.00,0.00,1.00,6.00,1.00,6.00,5.00,1.00,0.00,0.00,165.50,5.00,1.00,3.00,11.00,0.00
1800.00,1,166.00,8.00,4.00,10.00,90.37,1.00,5.00,2.00,1.00,5.00,1.00,31.00,0.00,2.00,1.00,1.00,171.40,5.00,1.00,3.00,12.00,0.00
2130.00,1,88.00,5.00,8.00,4.00,88.17,1.00,1.00,0.00,1.00,5.00,1.00,7.00,0.00,3.00,1.00,0.00,177.50,5.00,1.00,3.00,13.00,137.00
1730.00,1,57.00,6.00,7.00,5.00,117.46,1.00,1.00,0.00,1.00,5.00,1.00,0.00,4.00,4.00,0.00,0.00,142.20,5.00,1.00,3.00,14.00,0.00
4750.00,1,155.00,6.00,8.00,7.00,120.78,1.00,4.00,0.00,1.00,6.00,2.00,0.00,4.00,0.00,1.00,0.00,227.60,5.00,2.00,4.00,9.00,554.00
1150.00,1,78.00,3.00,4.00,9.00,68.50,1.00,2.00,0.00,1.00,5.00,2.00,12.00,9.00,1.00,0.00,0.00,154.00,5.00,0.00,2.00,15.00,0.00
1979.00,1,55.00,3.00,7.00,2.00,179.71,1.00,1.00,0.00,1.00,5.00,2.00,2.00,0.00,3.00,1.00,0.00,172.40,5.00,1.00,3.00,15.00,359.00
1662.50,1,14.00,1.00,11.00,4.00,112.15,1.00,2.00,0.00,1.00,6.00,2.00,14.00,3.00,3.00,1.00,0.00,169.90,5.00,0.00,3.00,13.00,0.00
1270.00,1,49.00,9.00,2.00,5.00,107.82,0.00,0.00,0.00,1.00,5.00,1.00,0.00,0.00,1.00,1.00,1.00,114.90,5.00,0.00,2.00,15.00,0.00
3933.00,1,246.00,7.00,10.00,5.00,146.63,0.00,5.00,0.00,0.00,5.00,2.00,4.00,0.00,0.00,0.00,0.00,164.10,5.00,0.00,4.00,12.00,406.00
1654.00,1,40.00,3.00,7.00,10.00,60.31,1.00,0.00,0.00,1.00,5.00,2.00,13.00,0.00,3.00,0.00,0.00,165.60,5.00,1.00,3.00,12.00,92.00
2775.00,1,58.00,9.00,8.00,5.00,180.59,1.00,1.00,0.00,1.00,5.00,2.00,0.00,0.00,5.00,0.00,0.00,206.40,5.00,2.00,3.00,11.00,383.00
1979.00,1,53.00,4.00,8.00,9.00,122.84,1.00,3.00,0.00,0.00,6.00,2.00,0.00,0.00,1.00,1.00,0.00,193.50,5.00,1.00,3.00,13.00,233.00
1810.00,1,142.00,6.00,5.00,3.00,245.82,0.00,0.00,0.00,1.00,6.00,2.00,38.00,0.00,3.00,1.00,0.00,167.50,5.00,1.00,3.00,12.00,0.00
7087.50,1,155.00,1.00,7.00,9.00,39.00,1.00,0.00,0.00,1.00,6.00,1.00,0.00,6.00,2.00,1.00,0.00,169.40,5.00,1.00,4.00,10.00,302.00
2820.00,1,95.00,7.00,6.00,8.00,92.73,1.00,1.00,0.00,0.00,6.00,2.00,6.00,1.00,1.00,1.00,0.00,203.10,5.00,1.00,3.00,13.00,0.00
2790.00,1,78.00,3.00,10.00,5.00,121.38,1.00,1.00,0.00,1.00,5.00,1.00,48.00,0.00,2.00,0.00,0.00,178.80,5.00,1.00,3.00,15.00,0.00
1920.00,1,66.00,3.00,6.00,2.00,88.60,1.00,1.00,1.00,0.00,6.00,1.00,0.00,3.00,2.00,0.00,0.00,139.50,5.00,1.00,3.00,14.00,218.00
1270.00,1,57.00,7.00,5.00,8.00,80.10,1.00,0.00,0.00,1.00,6.00,1.00,0.00,0.00,3.00,0.00,0.00,150.70,5.00,0.00,2.00,16.00,0.00
1320.00,1,60.00,3.00,7.00,7.00,58.50,1.00,1.00,1.00,1.00,5.00,2.00,0.00,0.00,1.00,0.00,0.00,145.00,5.00,0.00,2.00,15.00,0.00
1910.00,1,129.00,6.00,8.00,5.00,88.50,1.00,1.00,0.00,0.00,6.00,1.00,13.00,0.00,0.00,0.00,0.00,171.60,5.00,1.00,3.00,14.00,0.00
1745.00,1,53.00,2.00,6.00,5.00,128.00,1.00,3.00,3.00,1.00,6.00,2.00,32.00,2.00,1.00,1.00,0.00,156.40,5.00,1.00,2.00,16.00,0.00
2130.00,1,177.00,7.00,6.00,10.00,118.99,1.00,1.00,0.00,1.00,4.00,1.00,4.00,6.00,2.00,1.00,0.00,166.40,5.00,1.00,3.00,14.00,67.00
1670.00,1,70.00,2.00,7.00,2.00,95.34,1.00,3.00,0.00,1.00,5.00,1.00,31.00,3.00,3.00,0.00,0.00,137.40,5.00,0.00,3.00,14.00,0.00
1639.00,1,103.00,4.00,7.00,9.00,84.25,1.00,1.00,0.00,1.00,5.00,1.00,37.00,3.00,1.00,0.00,0.00,148.20,5.00,1.00,3.00,14.00,170.00
1750.00,1,38.00,8.00,7.00,9.00,86.17,1.00,2.00,0.00,1.00,6.00,1.00,7.00,3.00,3.00,0.00,0.00,164.70,5.00,1.00,3.00,13.00,0.00
1810.00,1,77.00,5.00,7.00,1.00,165.43,0.00,0.00,1.00,1.00,5.00,2.00,5.00,6.00,4.00,1.00,1.00,158.60,5.00,1.00,3.00,14.00,0.00
1160.00,1,35.00,3.00,5.00,3.00,105.20,1.00,4.00,0.00,1.00,6.00,2.00,47.00,0.00,1.00,0.00,0.00,140.30,5.00,0.00,2.00,14.00,0.00
2512.50,1,54.00,9.00,9.00,9.00,100.12,1.00,0.00,0.00,1.00,6.00,1.00,37.00,0.00,1.00,1.00,1.00,153.40,5.00,1.00,3.00,13.00,248.00
4500.00,1,122.00,7.00,8.00,10.00,134.77,1.00,1.00,0.00,1.00,6.00,2.00,0.00,0.00,0.00,1.00,0.00,238.50,5.00,1.00,4.00,11.00,280.00
1000.00,1,15.00,6.00,12.00,6.00,90.38,1.00,0.00,0.00,1.00,5.00,2.00,12.00,0.00,3.00,0.00,0.00,176.40,5.00,1.00,2.00,14.00,0.00
1841.00,1,168.00,6.00,8.00,2.00,85.50,1.00,0.00,0.00,1.00,6.00,2.00,6.00,3.00,1.00,0.00,0.00,141.90,5.00,1.00,3.00,14.00,0.00
1560.00,1,106.00,4.00,3.00,9.00,118.99,1.00,3.00,0.00,1.00,6.00,2.00,13.00,5.00,0.00,1.00,0.00,172.80,5.00,1.00,2.00,16.00,0.00
2000.00,1,68.00,6.00,5.00,5.00,89.50,1.00,8.00,0.00,1.00,6.00,1.00,3.00,2.00,5.00,0.00,0.00,177.20,5.00,1.00,3.00,13.00,120.00
1900.00,1,42.00,6.00,6.00,1.00,80.33,1.00,1.00,0.00,0.00,6.00,1.00,4.00,0.00,6.00,1.00,0.00,151.40,5.00,1.00,3.00,12.00,0.00
1930.00,1,62.00,7.00,6.00,9.00,94.79,1.00,4.00,0.00,1.00,6.00,1.00,9.00,1.00,1.00,1.00,0.00,179.00,5.00,0.00,3.00,11.00,158.00
3510.00,1,107.00,4.00,10.00,1.00,105.55,1.00,1.00,0.00,1.00,5.00,1.00,6.00,0.00,6.00,1.00,0.00,162.90,5.00,1.00,4.00,9.00,296.00
2640.00,1,46.00,6.00,6.00,8.00,86.58,1.00,2.00,2.00,1.00,6.00,1.00,0.00,0.00,2.00,0.00,0.00,149.60,5.00,0.00,3.00,14.00,140.00
1776.00,1,37.00,6.00,4.00,3.00,137.95,1.00,2.00,0.00,1.00,5.00,2.00,3.00,0.00,4.00,0.00,0.00,172.80,5.00,1.00,3.00,12.00,70.00
2992.50,1,180.00,7.00,6.00,10.00,82.51,0.00,2.00,0.00,1.00,5.00,1.00,31.00,0.00,3.00,0.00,0.00,150.60,5.00,1.00,3.00,13.00,143.00
3124.50,1,129.00,5.00,9.00,3.00,133.30,0.00,1.00,0.00,1.00,6.00,1.00,37.00,0.00,0.00,1.00,0.00,160.00,5.00,1.00,4.00,10.00,640.00
1395.00,1,71.00,3.00,4.00,5.00,98.00,1.00,4.00,0.00,1.00,6.00,2.00,0.00,0.00,2.00,0.00,0.00,148.90,5.00,1.00,2.00,15.00,0.00
3180.00,1,138.00,5.00,8.00,2.00,103.06,1.00,3.00,0.00,1.00,5.00,2.00,11.00,0.00,2.00,0.00,0.00,165.80,5.00,1.00,4.00,11.00,294.00
2880.00,1,153.00,9.00,7.00,1.00,68.00,1.00,0.00,1.00,1.00,5.00,2.00,0.00,9.00,2.00,0.00,0.00,188.40,5.00,1.00,3.00,14.00,0.00
1550.00,1,36.00,8.00,9.00,4.00,21.00,1.00,2.00,0.00,1.00,5.00,2.00,7.00,0.00,2.00,1.00,0.00,182.60,5.00,1.00,2.00,16.00,0.00
1775.00,1,60.00,7.00,7.00,3.00,89.70,1.00,0.00,0.00,1.00,5.00,1.00,0.00,0.00,2.00,1.00,0.00,214.00,5.00,1.00,3.00,12.00,0.00
4500.00,1,218.00,4.00,10.00,7.00,104.37,1.00,0.00,0.00,0.00,6.00,1.00,22.00,6.00,2.00,0.00,0.00,211.30,5.00,1.00,4.00,11.00,660.00
1260.00,1,33.00,2.00,5.00,8.00,55.00,1.00,2.00,0.00,0.00,6.00,1.00,7.00,0.00,1.00,0.00,0.00,165.60,5.00,1.00,2.00,17.00,0.00
1895.00,1,112.00,5.00,8.00,2.00,101.79,1.00,2.00,0.00,1.00,5.00,1.00,32.00,0.00,2.00,0.00,0.00,160.80,5.00,1.00,3.00,15.00,0.00
1945.00,1,46.00,9.00,9.00,5.00,109.32,1.00,1.00,1.00,0.00,6.00,1.00,8.00,8.00,2.00,0.00,0.00,189.50,5.00,1.00,3.00,13.00,0.00
1810.00,1,48.00,4.00,8.00,10.00,74.41,1.00,3.00,0.00,0.00,6.00,2.00,14.00,8.00,5.00,0.00,0.00,148.60,5.00,0.00,3.00,15.00,170.00
2040.00,1,71.00,8.00,6.00,5.00,94.39,1.00,4.00,0.00,1.00,5.00,2.00,2.00,0.00,0.00,0.00,0.00,223.70,5.00,1.00,3.00,14.00,0.00
2835.00,1,115.00,7.00,10.00,5.00,121.23,1.00,0.00,1.00,1.00,6.00,1.00,39.00,0.00,1.00,0.00,0.00,180.00,5.00,0.00,3.00,11.00,0.00
4575.00,1,188.00,7.00,8.00,10.00,127.69,1.00,3.00,0.00,1.00,6.00,1.00,0.00,0.00,2.00,0.00,0.00,181.60,5.00,1.00,4.00,10.00,378.00
4590.00,1,142.00,5.00,10.00,6.00,88.69,1.00,1.00,0.00,0.00,6.00,1.00,5.00,2.00,1.00,0.00,0.00,170.20,5.00,1.00,4.00,10.00,766.00
4650.00,1,176.00,8.00,7.00,10.00,110.47,1.00,2.00,0.00,1.00,5.00,1.00,0.00,0.00,4.00,1.00,0.00,196.40,5.00,1.00,4.00,10.00,674.00
1710.00,1,85.00,2.00,5.00,1.00,83.00,1.00,0.00,0.00,1.00,6.00,2.00,0.00,0.00,3.00,0.00,0.00,156.40,5.00,1.00,3.00,13.00,130.00
1580.00,1,144.00,7.00,4.00,10.00,87.50,1.00,0.00,0.00,0.00,5.00,2.00,17.00,0.00,0.00,0.00,0.00,130.20,5.00,0.00,2.00,16.00,108.00
2231.25,1,43.00,1.00,6.00,3.00,56.00,1.00,5.00,0.00,1.00,7.00,1.00,4.00,0.00,6.00,0.00,0.00,168.90,5.00,1.00,3.00,14.00,0.00
1410.00,1,42.00,2.00,5.00,7.00,89.14,1.00,2.00,1.00,1.00,6.00,2.00,8.00,3.00,4.00,1.00,0.00,146.40,5.00,0.00,3.00,13.00,0.00
1780.00,1,151.00,7.00,7.00,2.00,93.36,1.00,0.00,0.00,0.00,6.00,1.00,0.00,0.00,1.00,1.00,1.00,159.30,5.00,1.00,3.00,15.00,0.00
1935.00,1,67.00,3.00,8.00,7.00,73.25,0.00,0.00,0.00,0.00,6.00,2.00,5.00,0.00,11.00,1.00,0.00,167.90,5.00,1.00,3.00,12.00,258.00
1725.00,1,35.00,3.00,7.00,2.00,29.45,1.00,1.00,1.00,1.00,6.00,1.00,0.00,0.00,4.00,0.00,0.00,173.90,5.00,0.00,3.00,12.00,456.00
2005.00,1,60.00,6.00,5.00,2.00,87.50,1.00,0.00,0.00,1.00,5.00,1.00,22.00,0.00,2.00,0.00,0.00,168.20,5.00,0.00,3.00,14.00,116.00
1430.00,1,37.00,5.00,6.00,8.00,96.36,1.00,1.00,0.00,1.00,6.00,2.00,1.00,0.00,1.00,1.00,1.00,113.30,5.00,0.00,2.00,17.00,0.00
1635.00,1,54.00,9.00,7.00,10.00,128.55,0.00,0.00,0.00,1.00,5.00,1.00,48.00,0.00,0.00,0.00,0.00,165.70,5.00,1.00,3.00,12.00,0.00
3555.00,1,110.00,3.00,8.00,2.00,96.62,1.00,0.00,1.00,1.00,6.00,2.00,3.00,4.00,3.00,0.00,0.00,157.80,5.00,1.00,4.00,8.00,194.00
1775.00,1,61.00,3.00,7.00,2.00,88.23,1.00,2.00,0.00,1.00,5.00,1.00,6.00,3.00,4.00,0.00,0.00,138.20,5.00,1.00,3.00,12.00,0.00
2595.00,1,63.00,6.00,7.00,3.00,121.82,1.00,1.00,0.00,1.00,6.00,2.00,0.00,9.00,1.00,0.00,0.00,154.10,5.00,1.00,3.00,13.00,226.00
2130.00,1,70.00,3.00,7.00,1.00,87.00,1.00,0.00,1.00,1.00,5.00,2.00,14.00,0.00,10.00,0.00,0.00,148.40,5.00,0.00,3.00,12.00,109.00
1600.00,1,39.00,2.00,7.00,10.00,110.47,1.00,2.00,1.00,1.00,5.00,2.00,11.00,0.00,1.00,0.00,0.00,169.40,5.00,1.00,3.00,14.00,32.00
3724.50,1,187.00,9.00,10.00,2.00,171.70,1.00,1.00,0.00,0.00,5.00,2.00,0.00,0.00,1.00,1.00,0.00,178.20,5.00,2.00,4.00,11.00,238.00
1320.00,1,76.00,5.00,5.00,2.00,205.60,0.00,7.00,0.00,0.00,6.00,1.00,9.00,0.00,4.00,1.00,0.00,145.30,5.00,2.00,2.00,17.00,300.00
